GENE,PDB ID,PARTNER GENES,METHOD,RESOLUTION,RELEASE DATE,SOURCE ORGANISM,KINGDOM,PROK_EUK,OLIGOMERIC STATE,MOLECULAR WEIGHT,STRUCTURE AUTHOR,PUBLICATION YEAR
SLC6A4,9HCO,,ELECTRON MICROSCOPY,2.78,2025-09-17T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,124.71,"Loland, C.J.",2025
SLC6A4,9PNS,,ELECTRON MICROSCOPY,3.4,2026-03-04T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,86.38,"Manglik, A.",2026
SLC6A9,6ZBV,,X-RAY DIFFRACTION,3.4,2021-03-17T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,78.67,"Nissen, P.",2021
SLC6A9,6ZPL,,X-RAY DIFFRACTION,3.945,2021-03-17T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,pentameric,188.48,"Nissen, P.",2021
SLC6A9,8WFI,,ELECTRON MICROSCOPY,2.58,2024-04-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,63.93,"Zhao, Y.",2024
SLC6A9,8WFJ,,ELECTRON MICROSCOPY,3.35,2024-04-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,72.93,"Zhao, Y.",2024
SLC6A9,8WFK,,ELECTRON MICROSCOPY,3.22,2024-04-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,73.01,"Zhao, Y.",2024
SLC6A9,8WFL,,ELECTRON MICROSCOPY,3.03,2024-04-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,72.91,"Zhao, Y.",2024
SLC6A9,9J8B,,ELECTRON MICROSCOPY,3.9,2025-03-05T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,72.53,"Zhao, Y.",2025
SLC6A9,9J8C,,ELECTRON MICROSCOPY,2.9,2025-03-05T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,73.86,"Zhao, Y.",2025
SLC6A9,9J8D,,ELECTRON MICROSCOPY,3.0,2025-03-05T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,74.29,"Zhao, Y.",2025
SLC7A10,8QEY,SLC3A2,ELECTRON MICROSCOPY,4.0,2024-04-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,127.78,"Llorca, O.",2024
SLC7A10,8WNS,SLC3A2,ELECTRON MICROSCOPY,3.42,2024-05-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,125.89,"Yan, R.H.",2024
SLC7A10,8WNT,SLC3A2,ELECTRON MICROSCOPY,3.42,2024-05-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,126.18,"Yan, R.H.",2024
SLC7A10,8WNY,SLC3A2,ELECTRON MICROSCOPY,3.5,2024-05-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,125.99,"Yan, R.H.",2024
SLC7A11,7CCS,SLC3A2,ELECTRON MICROSCOPY,6.2,2020-12-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,124.0,"Nureki, O.",2020
SLC7A11,7EPZ,SLC3A2,ELECTRON MICROSCOPY,3.4,2022-04-06T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,131.42,"Zhou, Q.",2022
SLC7A11,7P9U,SLC3A2,ELECTRON MICROSCOPY,3.7,2021-11-17T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,125.78,"Newstead, S.",2021
SLC7A11,7P9V,SLC3A2,ELECTRON MICROSCOPY,3.4,2021-11-17T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,127.33,"Newstead, S.",2021
SLC7A5,6IRS,SLC3A2,ELECTRON MICROSCOPY,3.3,2019-03-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,130.51,"Zhou, Q.",2019
SLC7A5,6IRT,SLC3A2,ELECTRON MICROSCOPY,3.5,2019-03-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,130.67,"Zhou, Q.",2019
SLC7A5,6JMQ,SLC3A2,ELECTRON MICROSCOPY,3.31,2019-06-19T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,172.94,"Nureki, O.",2019
SLC7A5,7DSK,SLC3A2,ELECTRON MICROSCOPY,2.9,2021-03-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,131.07,"Zhou, Q.",2021
SLC7A5,7DSL,SLC3A2,ELECTRON MICROSCOPY,2.9,2021-03-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,131.1,"Zhou, Q.",2021
SLC7A5,7DSN,SLC3A2,ELECTRON MICROSCOPY,3.1,2021-03-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,131.14,"Zhou, Q.",2021
SLC7A5,7DSQ,SLC3A2,ELECTRON MICROSCOPY,3.4,2021-03-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,131.16,"Zhou, Q.",2021
SLC7A5,8IDA,SLC3A2,ELECTRON MICROSCOPY,3.2,2024-07-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,129.23,"Shi, T.H.",2025
SLC7A5,8J8L,SLC3A2,ELECTRON MICROSCOPY,3.56,2024-07-17T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,129.24,"Shi, T.H.",2025
SLC7A5,8J8M,SLC3A2,ELECTRON MICROSCOPY,3.58,2024-07-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,129.25,"Shi, T.H.",2025
SLC7A5,8KDD,SLC3A2,ELECTRON MICROSCOPY,3.83,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,174.81,"Lee, Y.",2025
SLC7A5,8KDF,SLC3A2,ELECTRON MICROSCOPY,3.89,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,126.12,"Lee, Y.",2025
SLC7A5,8KDG,SLC3A2,ELECTRON MICROSCOPY,3.68,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,174.49,"Lee, Y.",2025
SLC7A5,8KDH,SLC3A2,ELECTRON MICROSCOPY,3.78,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,125.8,"Lee, Y.",2025
SLC7A5,8KDI,SLC3A2,ELECTRON MICROSCOPY,3.58,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,174.34,"Lee, Y.",2025
SLC7A5,8KDJ,SLC3A2,ELECTRON MICROSCOPY,3.73,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,126.79,"Lee, Y.",2025
SLC7A5,8KDN,SLC3A2,ELECTRON MICROSCOPY,4.12,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,124.28,"Lee, Y.",2025
SLC7A5,8KDO,SLC3A2,ELECTRON MICROSCOPY,4.12,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,124.42,"Lee, Y.",2025
SLC7A5,8KDP,SLC3A2,ELECTRON MICROSCOPY,4.12,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,124.11,"Lee, Y.",2025
SLC7A5,8X0W,SLC3A2,ELECTRON MICROSCOPY,3.1,2024-11-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,104.5,"Shi, T.H.",2025
SLC7A5,8XPU,SLC3A2,ELECTRON MICROSCOPY,3.3,2024-07-17T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,129.52,"Yan, R.",2024
SLC7A8,7B00,SLC3A2,ELECTRON MICROSCOPY,3.98,2021-10-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,119.35,"Llorca, O.",2021
SLC7A8,7CMH,SLC3A2,ELECTRON MICROSCOPY,3.4,2020-12-23T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,134.03,"Zhou, Q.",2020
SLC7A8,7CMI,SLC3A2,ELECTRON MICROSCOPY,2.9,2020-12-23T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,133.96,"Zhou, Q.",2020
SLC7A8,8A6L,,ELECTRON MICROSCOPY,3.18,2022-11-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,142.4,"Fotiadis, D.",2022
SLC7A9,6LI9,SLC3A1,ELECTRON MICROSCOPY,2.3,2020-04-29T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,280.19,"Zhou, Q.",2020
SLC7A9,6LID,SLC3A1,ELECTRON MICROSCOPY,2.7,2020-04-29T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,279.84,"Zhou, Q.",2020
SLC7A9,6YUP,SLC3A1,ELECTRON MICROSCOPY,2.9,2021-01-20T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,266.76,"Michel, H.",2020
SLC7A9,6YV1,,ELECTRON MICROSCOPY,3.4,2021-01-20T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,53.52,"Michel, H.",2020
SLC7A9,7NF6,SLC3A1,ELECTRON MICROSCOPY,3.05,2022-01-19T00:00:00.000+00:00,Ovis aries,Eukaryota,Eukaryotic,dimeric,138.38,"Kuehlbrandt, W.",2022
SLC7A9,7NF8,SLC3A1,ELECTRON MICROSCOPY,2.83,2022-01-19T00:00:00.000+00:00,Ovis aries,Eukaryota,Eukaryotic,tetrameric,138.38,"Kuehlbrandt, W.",2022
SLC9A1,1Y4E,,SOLUTION NMR,,2005-02-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,3.14,"Fliegel, L.",2005
SLC9A1,2HTG,,SOLUTION NMR,,2006-08-08T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,3.08,"Sykes, B.D.",2006
SLC9A1,2MDF,,SOLUTION NMR,,2014-07-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,6.26,"Fliegel, L.",2014
SLC9A1,6NUC,,X-RAY DIFFRACTION,1.9,2019-07-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,66.38,"Peti, W.",2019
SLC9A1,6NUF,,X-RAY DIFFRACTION,1.9,2019-07-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,66.51,"Peti, W.",2019
SLC9A1,6NUU,,X-RAY DIFFRACTION,2.3,2019-07-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,66.2,"Peti, W.",2019
SLC9A1,6ZBI,,SOLUTION NMR,,2021-03-17T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,25.69,"Sjoegaard-Frich, L.M.",2021
SLC9A1,7DSV,,ELECTRON MICROSCOPY,3.4,2021-06-23T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,160.69,"Zhao, Y.",2021
SLC9A1,7DSW,,ELECTRON MICROSCOPY,3.3,2021-06-23T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,102.34,"Zhao, Y.",2021
SLC9A1,7DSX,,ELECTRON MICROSCOPY,3.5,2021-06-23T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,162.01,"Zhao, Y.",2021
SLC9A3,7X2U,,ELECTRON MICROSCOPY,3.2,2022-04-20T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,193.03,"Zhao, Y.",2022
SLC9B2,9QUB,,ELECTRON MICROSCOPY,2.7,2025-05-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,hexameric,219.47,"Drew, D.",2025
SLC9B2,9QUW,,ELECTRON MICROSCOPY,2.9,2025-05-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,hexameric,220.01,"Drew, D.",2025
SLCO1B1,8HNB,,ELECTRON MICROSCOPY,3.53,2023-09-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,79.44,"Zhang, Y.",2023
SLCO1B1,8HNC,,ELECTRON MICROSCOPY,3.73,2023-09-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,80.02,"Zhang, Y.",2023
SLCO1B1,8HND,,ELECTRON MICROSCOPY,3.19,2023-09-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,81.33,"Zhang, Y.",2023
SLCO1B1,8HNH,,ELECTRON MICROSCOPY,3.73,2023-09-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,81.73,"Zhang, Y.",2023
SLCO1B1,8K6L,,ELECTRON MICROSCOPY,2.92,2023-09-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,81.38,"Zhang, Y.",2023
SLCO1B1,8PHW,,ELECTRON MICROSCOPY,3.6,2023-09-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,124.99,"Locher, K.P.",2023
SLCO1B1,9CY1,,ELECTRON MICROSCOPY,3.15,2025-04-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,95.77,"Han, S.",2025
SLCO1B1,9CY3,,ELECTRON MICROSCOPY,3.2,2025-04-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,96.33,"Han, S.",2025
SLCO1B1,9CY4,,ELECTRON MICROSCOPY,3.41,2025-04-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,96.99,"Han, S.",2025
SLCO1B3,8PG0,,ELECTRON MICROSCOPY,2.97,2023-09-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,127.78,"Locher, K.P.",2023
SV2A,8JLC,,ELECTRON MICROSCOPY,2.88,2024-05-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,134.41,"Yamagata, A.",2024
SV2A,8JLE,,ELECTRON MICROSCOPY,2.82,2024-05-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,63.27,"Yamagata, A.",2024
SV2A,8JLF,,ELECTRON MICROSCOPY,3.01,2024-05-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,134.24,"Yamagata, A.",2024
SV2A,8JLG,,ELECTRON MICROSCOPY,2.87,2024-05-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,63.53,"Yamagata, A.",2024
SV2A,8JLH,,ELECTRON MICROSCOPY,2.9,2024-05-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,268.66,"Yamagata, A.",2024
SV2A,8JLI,,ELECTRON MICROSCOPY,3.38,2024-05-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,167.89,"Yamagata, A.",2024
SV2A,8JS8,,ELECTRON MICROSCOPY,2.88,2024-05-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,134.41,"Yamagata, A.",2024
SV2A,8JS9,,ELECTRON MICROSCOPY,3.01,2024-05-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,134.24,"Yamagata, A.",2024
SV2A,8K77,,ELECTRON MICROSCOPY,3.11,2024-05-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,134.46,"Yamagata, A.",2024
SV2A,8UO9,,ELECTRON MICROSCOPY,3.3,2024-05-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,93.99,"Coleman, J.A.",2024
SV2A,8UOA,,ELECTRON MICROSCOPY,3.8,2024-05-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,92.49,"Coleman, J.A.",2024
SV2A,8YF0,,ELECTRON MICROSCOPY,3.49,2024-06-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,168.79,"Zhou, Z.",2024
SV2A,8YF1,,ELECTRON MICROSCOPY,3.38,2024-06-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,169.21,"Zhou, Z.",2024
SV2A,9NTC,,ELECTRON MICROSCOPY,3.05,2025-09-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,77.54,"Coleman, J.A.",2025
SV2A,9OKF,,ELECTRON MICROSCOPY,2.8,2025-12-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,67.82,"Lee, C.H.",2025
SV2A,9PC9,,ELECTRON MICROSCOPY,2.91,2025-09-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,83.21,"Coleman, J.A.",2025
SV2A,9PCB,,ELECTRON MICROSCOPY,3.42,2025-09-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,76.64,"Coleman, J.A.",2025
SV2A,9PRS,,ELECTRON MICROSCOPY,3.03,2025-12-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,68.3,"Lee, C.H.",2025
SV2C,4JRA,,X-RAY DIFFRACTION,2.3,2013-11-20T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,135.68,"Kammerer, R.A.",2014
SV2C,5JLV,,X-RAY DIFFRACTION,2.0,2016-06-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,128.92,"Jin, R.",2016
SV2C,5JMC,,X-RAY DIFFRACTION,2.64,2016-06-15T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,dimeric,259.98,"Jin, R.",2016
SV2C,5MOY,,X-RAY DIFFRACTION,2.302,2017-03-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,66.06,"Scharer, M.A.",2017
SV2C,6ES1,,X-RAY DIFFRACTION,2.0,2018-04-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,65.58,"Stenmark, P.",2018
TUSC3,4M8G,,X-RAY DIFFRACTION,2.0,2014-03-26T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,38.94,"Glockshuber, R.",2014
TUSC3,4M90,,X-RAY DIFFRACTION,1.6,2014-03-26T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,19.14,"Glockshuber, R.",2014
TUSC3,4M91,,X-RAY DIFFRACTION,1.1,2014-03-26T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,20.62,"Glockshuber, R.",2014
TUSC3,4M92,,X-RAY DIFFRACTION,1.6,2014-03-26T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,20.96,"Glockshuber, R.",2014
XPR1,5IJH,,X-RAY DIFFRACTION,2.43,2016-04-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,50.91,"Hothorn, M.",2016
XPR1,8TYU,,X-RAY DIFFRACTION,1.4,2024-06-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,41.98,"Shears, S.B.",2024
XPR1,8TYV,,X-RAY DIFFRACTION,1.85,2024-06-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,42.8,"Shears, S.B.",2024
XPR1,8X5B,,ELECTRON MICROSCOPY,2.84,2024-07-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,124.88,"Yan, R.",2024
XPR1,8X5E,,ELECTRON MICROSCOPY,3.61,2024-07-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,59.33,"Yan, R.",2024
XPR1,8X5F,,ELECTRON MICROSCOPY,2.96,2024-07-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,188.93,"Yan, R.",2024
XPR1,8YET,,ELECTRON MICROSCOPY,4.16,2024-10-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,147.74,"Cao, Y.",2024
XPR1,8YEX,,ELECTRON MICROSCOPY,3.68,2024-10-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,92.1,"Cao, Y.",2024
XPR1,8YF4,,ELECTRON MICROSCOPY,3.41,2024-10-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,93.33,"Cao, Y.",2024
XPR1,8YFD,,ELECTRON MICROSCOPY,3.57,2024-10-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,92.94,"Cao, Y.",2024
XPR1,8YFU,,ELECTRON MICROSCOPY,4.59,2024-10-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,140.78,"Cao, Y.",2024
XPR1,8YFW,,ELECTRON MICROSCOPY,3.65,2024-10-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,140.78,"Cao, Y.",2024
XPR1,8YFX,,ELECTRON MICROSCOPY,3.56,2024-10-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,92.94,"Cao, Y.",2024
XPR1,8ZTO,,ELECTRON MICROSCOPY,3.55,2025-04-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,167.29,"Chen, L.",2025
XPR1,9CKZ,,ELECTRON MICROSCOPY,3.45,2025-06-18T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,169.98,"Wu, H.",2025
XPR1,9CL0,,ELECTRON MICROSCOPY,2.3,2025-06-18T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,169.98,"Wu, H.",2025
XPR1,9DVJ,,ELECTRON MICROSCOPY,2.52,2025-04-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,167.21,"Diver, M.M.",2025
XPR1,9DVK,,ELECTRON MICROSCOPY,3.06,2025-04-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,167.58,"Diver, M.M.",2025
XPR1,9DVL,,ELECTRON MICROSCOPY,2.97,2025-04-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,167.59,"Diver, M.M.",2025
XPR1,9DVM,,ELECTRON MICROSCOPY,2.92,2025-04-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,170.87,"Diver, M.M.",2025
XPR1,9DVN,,ELECTRON MICROSCOPY,2.75,2025-04-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,170.87,"Diver, M.M.",2025
XPR1,9DVO,,ELECTRON MICROSCOPY,3.1,2025-04-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,170.68,"Diver, M.M.",2025
XPR1,9DVP,,ELECTRON MICROSCOPY,2.81,2025-04-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,170.77,"Diver, M.M.",2025
XPR1,9IJY,,ELECTRON MICROSCOPY,2.64,2025-01-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,167.94,"Li, B.B.",2025
XPR1,9IJZ,,ELECTRON MICROSCOPY,2.91,2025-01-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,168.36,"Li, B.B.",2025
XPR1,9INE,,ELECTRON MICROSCOPY,3.32,2025-04-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,177.39,"Yin, Y.",2025
XPR1,9INF,,ELECTRON MICROSCOPY,3.36,2025-04-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,174.05,"Liang, L.",2025
XPR1,9INH,,ELECTRON MICROSCOPY,3.68,2025-04-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,177.87,"Yin, Y.",2025
XPR1,9ITG,,ELECTRON MICROSCOPY,3.03,2025-04-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,172.85,"Yin, Y.",2025
XPR1,9IUC,,ELECTRON MICROSCOPY,3.8,2025-04-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,177.43,"Yin, Y.",2025
XPR1,9IWS,,ELECTRON MICROSCOPY,2.86,2024-10-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,151.15,"Cao, Y.",2024
XPR1,9J4X,,ELECTRON MICROSCOPY,2.9,2024-12-04T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,172.35,"Liu, Z.",2025
XPR1,9J51,,ELECTRON MICROSCOPY,3.1,2025-01-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,172.45,"Liu, Z.",2025
XPR1,9J52,,ELECTRON MICROSCOPY,3.1,2025-01-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,172.45,"Liu, Z.",2025
XPR1,9J53,,ELECTRON MICROSCOPY,3.3,2025-01-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,172.54,"Liu, Z.",2025
XPR1,9J97,,ELECTRON MICROSCOPY,3.3,2025-03-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,226.99,"Shen, H.",2025
XPR1,9J98,,ELECTRON MICROSCOPY,3.33,2025-03-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,226.8,"Shen, H.",2025
XPR1,9JXD,,ELECTRON MICROSCOPY,3.29,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,93.1,"Zhang, Y.",2025
XPR1,9JXE,,ELECTRON MICROSCOPY,3.85,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,146.85,"Zhang, Y.",2025
XPR1,9JXF,,ELECTRON MICROSCOPY,4.31,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,12-meric,163.27,"Zhang, Y.",2025
XPR1,9JXG,,ELECTRON MICROSCOPY,3.75,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,163.27,"Zhang, Y.",2025
XPR1,9JXH,,ELECTRON MICROSCOPY,3.15,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,151.35,"Zhang, Y.",2025
XPR1,9JXI,,ELECTRON MICROSCOPY,3.31,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,149.72,"Zhang, Y.",2025
XPR1,9JXJ,,ELECTRON MICROSCOPY,3.22,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,73.64,"Zhang, Y.",2025
